Taxonomic Code,ID,Date,Year,Site_long,Shelter,Module #,Side,Location,Settlement_Area,TimeStep,size_class,Cover Code,Max Diameter (mm),Max Orthogonal (mm),Height (mm),Status Code,found,Sector,Lateral,Vertical,Sector_Area,Lateral_Area,Vertical_Area,simple_area_mm_squared,simple_area_cm_squared,area_mm_squared,area_cm_squared,Volume_mm_cubed,Volume_cm_cubed,surface_area_mm,surface_area_cm,larval_output,Column,Row,MD,Skipped,Shrank_stasis,InRange,AboveRange,RLE,MinIn,MinAbove,MinInTime,MinShrink_stasis,MinSkipped
MPA,H1045,8/27/19,19,Hanauma Bay,Low,212,S,A2,0.437728772,10,1,2,3,1.911248637,1,NA,TRUE,TO,O,T,0.149907112,0.218864384,0.299814224,7.068583471,0.070685835,4.503273509,0.045032735,18.01309404,0.018013094,36.86264996,0.03686265,-3812.954313,A,2,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1045,11/26/19,19,Hanauma Bay,Low,212,S,A2,0.46171391,11,1,4,5,3.283519111,1,NA,TRUE,TO,O,T,0.149907112,0.234229863,0.299814224,19.63495408,0.196349541,12.8943494,0.128943494,51.57739759,0.051577398,82.99332412,0.082993324,-3811.192187,A,2,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1045,3/10/20,20,Hanauma Bay,Low,212,S,A2,0.491695333,12,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.235354166,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,10,Inf,Inf
MO,H1056,9/3/19,19,Hanauma Bay,High,215,N,A2,0.479702764,10,1,1,5,3.634703196,1.118721461,NA,TRUE,TO,O,T,0.149907112,0.242099986,0.299814224,19.63495408,0.196349541,14.27344607,0.142734461,63.87204179,0.063872042,92.23945554,0.092239456,-3810.546718,A,2,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,11,Inf
MO,H1056,12/3/19,19,Hanauma Bay,High,215,N,A2,0.503687902,11,1,3,5,3.634703196,1.118721461,NA,TRUE,TO,O,T,0.149907112,0.275454318,0.299814224,19.63495408,0.196349541,14.27344607,0.142734461,63.87204179,0.063872042,92.23945554,0.092239456,-3810.546718,A,2,5,FALSE,TRUE,TRUE,FALSE,1,1,Inf,10,11,Inf
MPA,H1059,9/3/19,19,Hanauma Bay,High,215,N,B3,0.479702764,10,1,2,5,3.283519111,1,NA,TRUE,BI,I,B,0.083947983,0.233855095,0.176140857,19.63495408,0.196349541,12.8943494,0.128943494,51.57739759,0.051577398,82.99332412,0.082993324,-3811.192187,B,3,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1059,12/3/19,19,Hanauma Bay,High,215,N,B3,0.503687902,11,NA,NA,NA,NA,NA,NF,FALSE,BI,I,B,0.094066713,0.243973825,0.219613919,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,3,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,10,Inf,Inf
MPA,H1061,9/3/19,19,Hanauma Bay,High,215,N,D2_3,0.479702764,10,2,1,10,6.714195295,1,NA,TRUE,BO,O,B,0.092192874,0.242099986,0.176140857,78.53981634,0.785398163,52.73316654,0.527331665,210.9326661,0.210932666,273.7645192,0.273764519,-3802.826035,D,2_3,10,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1061,12/3/19,19,Hanauma Bay,High,215,N,D2_3,0.503687902,11,3,1,11,7.400330532,1,NA,TRUE,BO,O,B,0.125547206,0.275454318,0.219613919,95.03317777,0.950331778,63.93426609,0.639342661,255.7370644,0.255737064,324.8521027,0.324852103,-3800.473804,D,2_3,11,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1061,3/12/20,20,Hanauma Bay,High,215,N,D2_3,0.59363217,12,3,3,13,8.772601006,1,NA,TRUE,BO,O,B,0.149157577,0.299064689,0.299064689,132.7322896,1.327322896,89.56980133,0.895698013,358.2792053,0.358279205,439.9606143,0.439960614,-3795.090342,D,2_3,13,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
PR,H1062,9/3/19,19,Hanauma Bay,High,215,N,D1,0.479702764,10,1,1,2,1.822290913,1,NA,TRUE,TO,O,T,0.149907112,0.242099986,0.299814224,3.141592654,0.031415927,2.862447873,0.028624479,11.44979149,0.011449791,24.01616211,0.024016162,-3813.298886,D,1,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
PR,H1062,12/3/19,19,Hanauma Bay,High,215,N,D1,0.503687902,11,1,4,3,2.58812551,1,NA,TRUE,TO,O,T,0.149907112,0.275454318,0.299814224,7.068583471,0.070685835,6.098127067,0.060981271,24.39250827,0.024392508,43.24206419,0.043242064,-3812.619393,D,1,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
PR,H1062,3/12/20,20,Hanauma Bay,High,215,N,D1,0.59363217,12,1,1,4,3.353960107,1,NA,TRUE,TO,O,T,0.149907112,0.299064689,0.299814224,12.56637061,0.125663706,10.53677643,0.105367764,42.14710573,0.042147106,67.27984696,0.067279847,-3811.687277,D,1,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1063,9/3/19,19,Hanauma Bay,High,215,S,B4,0.539665609,10,3,1,12,8.086465769,1,NA,TRUE,BI,I,B,0.11992569,0.269832802,0.241725219,113.0973355,1.130973355,76.21314436,0.762131444,304.8525774,0.304852577,380.2508011,0.380250801,-3797.89524,B,4,12,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1063,12/3/19,19,Hanauma Bay,High,215,S,B4,0.599628454,11,NA,NA,NA,NA,NA,NF,FALSE,BI,I,B,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,4,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,10,Inf,Inf
PC,H1064,9/3/19,19,Hanauma Bay,High,215,S,C2,0.539665609,10,2,1,7,5.648949115,1.591284101,NA,TRUE,TI,I,T,0.149907112,0.269832802,0.299814224,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,C,2,7,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
PC,H1064,12/3/19,19,Hanauma Bay,High,215,S,C2,0.599628454,11,2,3,8,6.425118399,1.882844297,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,50.26548246,0.502654825,40.37020952,0.403702095,304.0432751,0.304043275,256.1229151,0.256122915,-3797.937728,C,2,8,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
PC,H1065,9/3/19,19,Hanauma Bay,High,215,S,C3,0.539665609,10,4,1,20,15,10,NA,TRUE,BI,I,B,0.11992569,0.269832802,0.241725219,314.1592654,3.141592654,235.619449,2.35619449,9424.777961,9.424777961,2199.114858,2.199114858,-3319.099157,C,3,20,FALSE,FALSE,TRUE,FALSE,1,1,12,10,11,Inf
PC,H1065,12/3/19,19,Hanauma Bay,High,215,S,C_D3,0.599628454,11,4,1,18,14.18681124,4.798446259,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,C_D,3,18,FALSE,TRUE,TRUE,FALSE,1,1,12,10,11,Inf
MO,H1066,9/3/19,19,Hanauma Bay,High,215,S,C4,0.539665609,10,2,1,6,4.389788294,1.190743047,NA,TRUE,BI,I,B,0.11992569,0.269832802,0.241725219,28.27433388,0.282743339,20.68638998,0.2068639,98.52870015,0.0985287,127.6355152,0.127635515,-3808.727243,C,4,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MO,H1066,12/10/19,19,Hanauma Bay,High,215,S,C4,0.599628454,11,3,2,12,8.920298879,1.622872561,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,84.07183628,0.840718363,545.7515051,0.545751505,458.6490535,0.458649054,-3785.248046,C,4,12,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MO,H1066,3/12/20,20,Hanauma Bay,High,215,S,C4,0.599628454,12,3,1,14,10.43046907,1.766915733,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,153.93804,1.5393804,114.6889976,1.146889976,810.5831766,0.810583177,614.1820158,0.614182016,-3771.344383,C,4,14,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1067,9/3/19,19,Hanauma Bay,High,213,N,A1,0.419739918,10,1,2,2,1.225113401,1,NA,TRUE,TO,O,T,0.149907112,0.230107417,0.299814224,3.141592654,0.031415927,1.92440363,0.019244036,7.697614518,0.007697615,20.26398513,0.020263985,-3813.495875,A,1,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1067,12/3/19,19,Hanauma Bay,High,213,N,A1,0.473706479,11,1,2,3,1.911248637,1,NA,TRUE,TO,O,T,0.149907112,0.245847664,0.299814224,7.068583471,0.070685835,4.503273509,0.045032735,18.01309404,0.018013094,36.86264996,0.03686265,-3812.954313,A,1,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1067,3/12/20,20,Hanauma Bay,High,213,N,A1,0.52767304,12,1,2,4,2.597383874,1,NA,TRUE,TO,O,T,0.149907112,0.291194565,0.299814224,12.56637061,0.125663706,8.159922098,0.081599221,32.63968839,0.032639688,57.77242962,0.05777243,-3812.186416,A,1,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1068,9/3/19,19,Hanauma Bay,High,213,N,A2,0.419739918,10,1,3,3,1.911248637,1,NA,TRUE,TO,O,T,0.149907112,0.230107417,0.299814224,7.068583471,0.070685835,4.503273509,0.045032735,18.01309404,0.018013094,36.86264996,0.03686265,-3812.954313,A,2,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1068,12/3/19,19,Hanauma Bay,High,213,N,A2,0.473706479,11,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.245847664,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,10,Inf,Inf
MO,H1069,9/3/19,19,Hanauma Bay,High,213,N,D2,0.419739918,10,1,1,2,1.369447904,1,NA,TRUE,TO,O,T,0.149907112,0.230107417,0.299814224,3.141592654,0.031415927,2.151123737,0.021511237,8.604494947,0.008604495,21.17086556,0.021170866,-3813.448264,D,2,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,12,Inf
MO,H1069,12/3/19,19,Hanauma Bay,High,213,N,D2,0.473706479,11,1,2,5,3.634703196,1.118721461,NA,TRUE,TO,O,T,0.149907112,0.245847664,0.299814224,19.63495408,0.196349541,14.27344607,0.142734461,63.87204179,0.063872042,92.23945554,0.092239456,-3810.546718,D,2,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,12,Inf
MO,H1069,3/12/20,20,Hanauma Bay,High,213,N,D2,0.52767304,12,1,2,5,3.634703196,1.118721461,NA,TRUE,TO,O,T,0.149907112,0.291194565,0.299814224,19.63495408,0.196349541,14.27344607,0.142734461,63.87204179,0.063872042,92.23945554,0.092239456,-3810.546718,D,2,5,FALSE,TRUE,TRUE,FALSE,1,1,Inf,10,12,Inf
PC,H1070,9/3/19,19,Hanauma Bay,High,213,N,D1_2,0.419739918,10,2,1,6,4.872779831,1.299723905,NA,TRUE,TO,O,T,0.149907112,0.230107417,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,D,1_2,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,11,Inf
PC,H1070,12/3/19,19,Hanauma Bay,High,213,N,D1,0.473706479,11,1,2,3,2.544271979,1,NA,TRUE,TO,O,T,0.149907112,0.245847664,0.299814224,7.068583471,0.070685835,5.994799618,0.059947996,23.97919847,0.023979198,42.82875439,0.042828754,-3812.641092,D,1,3,FALSE,TRUE,TRUE,FALSE,1,1,Inf,10,11,Inf
MO,H1071,9/3/19,19,Hanauma Bay,High,213,S,A1,0.503687902,10,1,1,1,0.614362806,1,NA,TRUE,TO,O,T,0.149907112,0.256715929,0.299814224,0.785398163,0.007853982,0.48251942,0.004825194,1.930077678,0.001930078,8.213262986,0.008213263,-3813.798671,A,1,1,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MO,H1071,12/3/19,19,Hanauma Bay,High,213,S,A1,0.479702764,11,1,1,4,2.879618099,1.046699875,NA,TRUE,TO,O,T,0.149907112,0.287821656,0.299814224,12.56637061,0.125663706,9.046587064,0.090465871,37.87624621,0.037876246,62.49278537,0.062492785,-3811.911497,A,1,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MO,H1071,3/12/20,20,Hanauma Bay,High,213,S,A1,0.599628454,12,2,1,8,5.899958489,1.334786218,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,50.26548246,0.502654825,37.07053249,0.370705325,197.9249435,0.197924944,215.3758032,0.215375803,-3803.50894,A,1,8,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1072,9/3/19,19,Hanauma Bay,High,213,S,A2,0.503687902,10,2,2,10,6.714195295,1,NA,TRUE,TO,O,T,0.149907112,0.256715929,0.299814224,78.53981634,0.785398163,52.73316654,0.527331665,210.9326661,0.210932666,273.7645192,0.273764519,-3802.826035,A,2,10,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
MPA,H1072,12/3/19,19,Hanauma Bay,High,213,S,A2,0.479702764,11,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.287821656,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,10,Inf,Inf
PC,H1073,9/3/19,19,Hanauma Bay,High,213,S,A3,0.503687902,10,2,2,8,6.425118399,1.882844297,NA,TRUE,BO,O,B,0.106808817,0.256715929,0.203498905,50.26548246,0.502654825,40.37020952,0.403702095,304.0432751,0.304043275,256.1229151,0.256122915,-3797.937728,A,3,8,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
PC,H1073,12/3/19,19,Hanauma Bay,High,213,S,A3,0.479702764,11,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.137914544,0.287821656,0.273205713,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,10,Inf,Inf
PC,H1074,9/10/19,19,Hanauma Bay,High,213,S,A4,0.503687902,10,2,1,9,7.201287684,2.174404493,NA,TRUE,BO,O,B,0.106808817,0.256715929,0.203498905,63.61725124,0.636172512,50.90290309,0.509029031,442.7340048,0.442734005,326.5712896,0.32657129,-3790.656465,A,4,9,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
PC,H1074,12/3/19,19,Hanauma Bay,High,213,S,A4,0.479702764,11,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.137914544,0.287821656,0.273205713,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,10,Inf,Inf
PC,H1075,9/10/19,19,Hanauma Bay,High,213,S,B2,0.503687902,10,2,4,6,4.872779831,1.299723905,NA,TRUE,TI,I,T,0.149907112,0.2465972,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,B,2,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,10,Inf,Inf
PC,H1075,12/3/19,19,Hanauma Bay,High,213,S,B2,0.479702764,11,NA,NA,NA,NA,NA,NF,FALSE,TI,I,T,0.149907112,0.285198281,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,10,Inf,Inf
PR,H108,5/2/17,17,Hanauma Bay,High,215,N,A1,0.599628454,1,2,NA,10,7.948967689,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,62.43104624,0.624310462,249.724185,0.249724185,312.556038,0.312556038,-3800.78948,A,1,10,FALSE,FALSE,TRUE,FALSE,1,1,Inf,1,2,Inf
PR,H108,8/8/17,17,Hanauma Bay,High,215,N,A1,0.599628454,2,1,NA,4,3.353960107,1,D,FALSE,TO,O,T,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,10.53677643,0.105367764,42.14710573,0.042147106,67.27984696,0.067279847,-3811.687277,A,1,4,FALSE,TRUE,TRUE,FALSE,1,1,Inf,1,2,Inf
PC,H1080,11/26/19,19,Hanauma Bay,Low,216,N,A1,0.437728772,11,1,1,1,0.991933411,1,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,0.785398163,0.007853982,0.779062679,0.007790627,3.116250716,0.003116251,9.399436023,0.009399436,-3813.736397,A,1,1,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PC,H1080,3/10/20,20,Hanauma Bay,Low,216,N,A1,0.575643316,12,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.290070262,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,1,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,11,Inf,Inf
PR,H1082,11/26/19,19,Hanauma Bay,Low,216,N,A2,0.437728772,11,1,2,4,3.353960107,1,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,12.56637061,0.125663706,10.53677643,0.105367764,42.14710573,0.042147106,67.27984696,0.067279847,-3811.687277,A,2,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PR,H1082,3/10/20,20,Hanauma Bay,Low,216,N,A2,0.575643316,12,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.290070262,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,11,Inf,Inf
MPA,H1084,11/26/19,19,Hanauma Bay,Low,216,N,A2,0.437728772,11,1,3,2,1.225113401,1,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,3.141592654,0.031415927,1.92440363,0.019244036,7.697614518,0.007697615,20.26398513,0.020263985,-3813.495875,A,2,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
MPA,H1084,3/10/20,20,Hanauma Bay,Low,216,N,A2,0.575643316,12,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.290070262,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,11,Inf,Inf
PR,H1085,11/26/19,19,Hanauma Bay,Low,216,N,B1,0.437728772,11,3,2,14,11.01230608,1,NA,TRUE,TI,I,T,0.149907112,0.209869958,0.299814224,153.93804,1.5393804,121.0866295,1.210866295,484.3465182,0.484346518,572.3111125,0.572311112,-3788.471808,B,1,14,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,12,Inf
PR,H1085,3/10/20,20,Hanauma Bay,Low,216,N,B1,0.575643316,12,3,1,13,10.24647148,1,NA,TRUE,TI,I,T,0.149907112,0.288945959,0.299814224,132.7322896,1.327322896,104.6182785,1.046182785,418.4731139,0.418473114,500.1545229,0.500154523,-3791.930162,B,1,13,FALSE,TRUE,TRUE,FALSE,1,1,Inf,11,12,Inf
MPA,H1087,11/26/19,19,Hanauma Bay,Low,216,N,C1,0.437728772,11,1,1,3,1.911248637,1,NA,TRUE,TI,I,T,0.149907112,0.209869958,0.299814224,7.068583471,0.070685835,4.503273509,0.045032735,18.01309404,0.018013094,36.86264996,0.03686265,-3812.954313,C,1,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
MPA,H1087,3/10/20,20,Hanauma Bay,Low,216,N,C1,0.575643316,12,1,1,5,3.283519111,1,NA,TRUE,TI,I,T,0.149907112,0.288945959,0.299814224,19.63495408,0.196349541,12.8943494,0.128943494,51.57739759,0.051577398,82.99332412,0.082993324,-3811.192187,C,1,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PR,H1088,11/26/19,19,Hanauma Bay,Low,216,N,C2,0.437728772,11,2,3,6,4.885629301,1,NA,TRUE,TI,I,T,0.149907112,0.209869958,0.299814224,28.27433388,0.282743339,23.02298568,0.230229857,92.09194273,0.092091943,129.7910546,0.129791055,-3809.065173,C,2,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PR,H1088,3/10/20,20,Hanauma Bay,Low,216,N,C2,0.575643316,12,NA,NA,NA,NA,NA,NF,FALSE,TI,I,T,0.149907112,0.288945959,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,11,Inf,Inf
PR,H1089,11/26/19,19,Hanauma Bay,Low,216,N,C1_2,0.437728772,11,1,3,4,3.353960107,1,NA,TRUE,TI,I,T,0.149907112,0.209869958,0.299814224,12.56637061,0.125663706,10.53677643,0.105367764,42.14710573,0.042147106,67.27984696,0.067279847,-3811.687277,C,1_2,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PR,H1089,3/10/20,20,Hanauma Bay,Low,216,N,C1_2,0.575643316,12,NA,NA,NA,NA,NA,NF,FALSE,TI,I,T,0.149907112,0.288945959,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1_2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,11,Inf,Inf
PC,H109,8/8/17,17,Hanauma Bay,High,215,N,A1,0.599628454,2,3,NA,14,11.0821341,3.632205474,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,153.93804,1.5393804,121.8544288,1.218544288,1770.401294,1.770401294,806.9231962,0.806923196,-3720.953932,A,1,14,FALSE,FALSE,TRUE,FALSE,1,1,3,2,7,Inf
PC,H109,11/14/17,17,Hanauma Bay,High,215,N,A1,0.599628454,3,5,1,22,21,3,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,380.1327111,3.801327111,362.8539515,3.628539515,4354.247418,4.354247418,1866.106036,1.866106036,-3585.302011,A,1,22,FALSE,FALSE,FALSE,TRUE,2,1,3,2,7,Inf
PC,H1090,11/26/19,19,Hanauma Bay,Low,216,N,D2,0.437728772,11,1,1,2,1.768102695,1,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,3.141592654,0.031415927,2.777329218,0.027773292,11.10931687,0.011109317,23.67568749,0.023675687,-3813.316761,D,2,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PC,H1090,3/10/20,20,Hanauma Bay,Low,216,N,D2,0.575643316,12,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.290070262,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,11,Inf,Inf
PC,H1091,11/26/19,19,Hanauma Bay,Low,216,N,D1_2,0.437728772,11,1,1,2,1.768102695,1,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,3.141592654,0.031415927,2.777329218,0.027773292,11.10931687,0.011109317,23.67568749,0.023675687,-3813.316761,D,1_2,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PC,H1091,3/10/20,20,Hanauma Bay,Low,216,N,D1_2,0.575643316,12,NA,NA,NA,NA,NA,NF,FALSE,TO,O,T,0.149907112,0.290070262,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,1_2,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,11,Inf,Inf
PC,H1092,11/26/19,19,Hanauma Bay,Low,216,N,D2,0.437728772,11,1,1,1,0.991933411,1,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,0.785398163,0.007853982,0.779062679,0.007790627,3.116250716,0.003116251,9.399436023,0.009399436,-3813.736397,D,2,1,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PC,H1092,3/10/20,20,Hanauma Bay,Low,216,N,D2,0.575643316,12,1,1,5,4.096610547,1.008163708,NA,TRUE,TO,O,T,0.149907112,0.290070262,0.299814224,19.63495408,0.196349541,16.087352,0.16087352,64.8747378,0.064874738,96.02180499,0.096021805,-3810.494076,D,2,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PC,H1093,11/26/19,19,Hanauma Bay,Low,216,N,D1,0.437728772,11,1,1,2,1.768102695,1,NA,TRUE,TO,O,T,0.149907112,0.228608346,0.299814224,3.141592654,0.031415927,2.777329218,0.027773292,11.10931687,0.011109317,23.67568749,0.023675687,-3813.316761,D,1,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,12,Inf
PC,H1093,3/10/20,20,Hanauma Bay,Low,216,N,D1,0.575643316,12,1,1,2,1.768102695,1,NA,TRUE,TO,O,T,0.149907112,0.290070262,0.299814224,3.141592654,0.031415927,2.777329218,0.027773292,11.10931687,0.011109317,23.67568749,0.023675687,-3813.316761,D,1,2,FALSE,TRUE,TRUE,FALSE,1,1,Inf,11,12,Inf
PC,H1094,11/26/19,19,Hanauma Bay,Low,216,S,A3,0.491695333,11,1,2,3,2.544271979,1,NA,TRUE,BO,O,B,0.085072286,0.234979398,0.18063807,7.068583471,0.070685835,5.994799618,0.059947996,23.97919847,0.023979198,42.82875439,0.042828754,-3812.641092,A,3,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PC,H1094,3/10/20,20,Hanauma Bay,Low,216,S,A3,0.52767304,12,2,1,6,4.872779831,1.299723905,NA,TRUE,BO,O,B,0.112430334,0.262337446,0.230482185,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,A,3,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PC,H1095,11/26/19,19,Hanauma Bay,Low,216,S,A3,0.491695333,11,2,2,7,5.648949115,1.591284101,NA,TRUE,BO,O,B,0.085072286,0.234979398,0.18063807,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,A,3,7,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
PC,H1095,3/10/20,20,Hanauma Bay,Low,216,S,A3,0.52767304,12,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.112430334,0.262337446,0.230482185,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,11,Inf,Inf
MPA,H1096,11/26/19,19,Hanauma Bay,Low,216,S,B2,0.491695333,11,2,2,10,6.714195295,1,NA,TRUE,TI,I,T,0.149907112,0.245472896,0.299814224,78.53981634,0.785398163,52.73316654,0.527331665,210.9326661,0.210932666,273.7645192,0.273764519,-3802.826035,B,2,10,FALSE,FALSE,TRUE,FALSE,1,1,Inf,11,Inf,Inf
